ID,Games,Sport,Event
1,1896 Summer,Gymnastics,Gymnastics Men's Rope Climbing
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Tennis,Tennis Men's Singles
1,1896 Summer,Tennis,Tennis Men's Doubles
1,1896 Summer,Track and Field,Track and Field Men's 100 metres
1,1896 Summer,Track and Field,Track and Field Men's 400 metres
1,1896 Summer,Track and Field,Track and Field Men's High Jump
1,1896 Summer,Track and Field,Track and Field Men's Long Jump
1,1896 Summer,Track and Field,Track and Field Men's Triple Jump
1,1896 Summer,Track and Field,Track and Field Men's 110 metres Hurdles
1,1896 Summer,Weightlifting,"Weightlifting Men's Unlimited, One Hand"
1,1896 Summer,Track and Field,Track and Field Men's 800 metres
1,1896 Summer,Track and Field,"Track and Field Men's 1,500 metres"
1,1896 Summer,Cycling,Cycling Men's 100 kilometres
1,1896 Summer,Gymnastics,Gymnastics Men's Parallel Bars
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres"
1,1896 Summer,Track and Field,Track and Field Men's Shot Put
1,1896 Summer,Track and Field,Track and Field Men's Discus Throw
1,1896 Summer,Fencing,"Fencing Men's Sabre, Individual"
1,1896 Summer,Fencing,"Fencing Men's Foil, Individual"
1,1896 Summer,Swimming,Swimming Men's 100 metres Freestyle
1,1896 Summer,Swimming,"Swimming Men's 1,200 metres Freestyle"
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Track and Field,Track and Field Men's Pole Vault
1,1896 Summer,Weightlifting,"Weightlifting Men's Unlimited, Two Hands"
1,1896 Summer,Shooting,"Shooting Men's Military Rifle, 200 metres"
1,1896 Summer,Cycling,"Cycling Men's Road Race, Individual"
1,1896 Summer,Track and Field,Track and Field Men's Marathon
1,1896 Summer,Swimming,Swimming Men's 100 metres Freestyle For Sailors
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Cycling,Cycling Men's Sprint
1,1896 Summer,Cycling,Cycling Men's 333 metres Time Trial
1,1896 Summer,Cycling,"Cycling Men's 10,000 metres"
1,1896 Summer,Gymnastics,Gymnastics Men's Rings
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Swimming,Swimming Men's 500 metres Freestyle
1,1896 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres"
1,1896 Summer,Shooting,"Shooting Men's Military Pistol, 25 metres"
1,1896 Summer,Shooting,"Shooting Men's Free Pistol, 30 metres"
1,1896 Summer,Fencing,"Fencing Men's Foil, Masters, Individual"
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Cycling,Cycling Men's 12-Hours Race
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Gymnastics,Gymnastics Men's Horse Vault
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman"
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Tennis,Tennis Men's Doubles
1,1896 Summer,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1,1896 Summer,Gymnastics,Gymnastics Men's Horizontal Bar
1,1896 Summer,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1,1896 Summer,Gymnastics,Gymnastics Men's Pommelled Horse
2,1900 Summer,Tug-Of-War,Tug-Of-War Men's Tug-Of-War
2,1900 Summer,Golf,Golf Women's Individual
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Rugby,Rugby Men's Rugby
2,1900 Summer,Sailing,Sailing Mixed 0.5-1 Ton
2,1900 Summer,Croquet,"Croquet Mixed Singles, One Ball"
2,1900 Summer,Croquet,Croquet Mixed Doubles
2,1900 Summer,Fencing,"Fencing Men's epee, Masters, Individual"
2,1900 Summer,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual"
2,1900 Summer,Rowing,Rowing Men's Single Sculls
2,1900 Summer,Cycling,Cycling Men's 25 kilometres
2,1900 Summer,Track and Field,Track and Field Men's Discus Throw
2,1900 Summer,Track and Field,Track and Field Men's High Jump
2,1900 Summer,Track and Field,Track and Field Men's Pole Vault
2,1900 Summer,Cricket,Cricket Men's Cricket
2,1900 Summer,Track and Field,"Track and Field Men's 1,500 metres"
2,1900 Summer,Track and Field,"Track and Field Men's 5,000 metres, Team"
2,1900 Summer,Polo,Polo Men's Polo
2,1900 Summer,Sailing,Sailing Mixed 10-20 Ton
2,1900 Summer,Sailing,Sailing Mixed 2-3 Ton
2,1900 Summer,Sailing,Sailing Mixed 2-3 Ton
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Rowing,Rowing Men's Coxed Pairs
2,1900 Summer,Rowing,Rowing Men's Coxed Pairs
2,1900 Summer,Cycling,Cycling Men's Points Race
2,1900 Summer,Football,Football Men's Football
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Water Polo,Water Polo Men's Water Polo
2,1900 Summer,Fencing,"Fencing Men's Sabre, Masters, Individual"
2,1900 Summer,Tennis,Tennis Women's Singles
2,1900 Summer,Tennis,Tennis Mixed Doubles
2,1900 Summer,Fencing,"Fencing Men's Foil, Individual"
2,1900 Summer,Sailing,Sailing Mixed Open
2,1900 Summer,Sailing,Sailing Mixed 0.5-1 Ton
2,1900 Summer,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta
2,1900 Summer,Shooting,Shooting Men's Trap
2,1900 Summer,Fencing,"Fencing Men's Sabre, Individual"
2,1900 Summer,Sailing,Sailing Mixed 1-2 Ton
2,1900 Summer,Sailing,Sailing Mixed 1-2 Ton
2,1900 Summer,Sailing,Sailing Mixed 1-2 Ton
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Swimming,Swimming Men's Underwater Swimming
2,1900 Summer,Tennis,Tennis Men's Singles
2,1900 Summer,Tennis,Tennis Men's Doubles
2,1900 Summer,Tennis,Tennis Mixed Doubles
2,1900 Summer,Tennis,Tennis Men's Doubles
2,1900 Summer,Track and Field,Track and Field Men's Standing High Jump
2,1900 Summer,Track and Field,Track and Field Men's Standing Long Jump
2,1900 Summer,Track and Field,Track and Field Men's Standing Triple Jump
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Sailing,Sailing Mixed 2-3 Ton
2,1900 Summer,Sailing,Sailing Mixed 2-3 Ton
2,1900 Summer,Track and Field,Track and Field Men's Hammer Throw
2,1900 Summer,Fencing,"Fencing Men's epee, Individual"
2,1900 Summer,Archery,Archery Men's Sur La Perche a La Herse
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Sailing,Sailing Mixed 0-0.5 Ton
2,1900 Summer,Sailing,Sailing Mixed 3-10 Ton
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Sailing,Sailing Mixed Open
2,1900 Summer,Sailing,Sailing Mixed 0.5-1 Ton
2,1900 Summer,Archery,Archery Men's Sur La Perche a La Pyramide
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
2,1900 Summer,Swimming,Swimming Men's 200 metres Team Swimming
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Archery,"Archery Men's Au Cordon Dore, 50 metres"
2,1900 Summer,Archery,Archery Men's Championnat Du Monde
2,1900 Summer,Swimming,Swimming Men's 200 metres Backstroke
2,1900 Summer,Swimming,Swimming Men's 200 metres Team Swimming
2,1900 Summer,Sailing,Sailing Mixed 3-10 Ton
2,1900 Summer,Track and Field,Track and Field Men's 100 metres
2,1900 Summer,Swimming,"Swimming Men's 1,000 metres Freestyle"
2,1900 Summer,Swimming,"Swimming Men's 4,000 metres Freestyle"
2,1900 Summer,Sailing,Sailing Mixed 3-10 Ton
2,1900 Summer,Croquet,Croquet Mixed Doubles
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres"
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
2,1900 Summer,Rowing,Rowing Men's Coxed Pairs
2,1900 Summer,Track and Field,Track and Field Men's 60 metres
2,1900 Summer,Track and Field,Track and Field Men's 110 metres Hurdles
2,1900 Summer,Track and Field,Track and Field Men's 200 metres Hurdles
2,1900 Summer,Track and Field,Track and Field Men's Long Jump
2,1900 Summer,Swimming,Swimming Men's 200 metres Freestyle
2,1900 Summer,Swimming,Swimming Men's 200 metres Obstacle Course
2,1900 Summer,Sailing,Sailing Mixed 2-3 Ton
2,1900 Summer,Sailing,Sailing Mixed 2-3 Ton
2,1900 Summer,Swimming,Swimming Men's 200 metres Team Swimming
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Track and Field,Track and Field Men's 400 metres
2,1900 Summer,Swimming,Swimming Men's 200 metres Team Swimming
2,1900 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres, Team"
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres"
2,1900 Summer,Rowing,Rowing Men's Coxed Eights
2,1900 Summer,Sailing,Sailing Mixed Open
2,1900 Summer,Sailing,Sailing Mixed 0.5-1 Ton
2,1900 Summer,Fencing,"Fencing Men's Foil, Masters, Individual"
2,1900 Summer,Archery,"Archery Men's Au Chapelet, 50 metres"
2,1900 Summer,Sailing,Sailing Mixed 1-2 Ton
2,1900 Summer,Track and Field,"Track and Field Men's 2,500 metres Steeplechase"
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres"
2,1900 Summer,Sailing,Sailing Mixed 10-20 Ton
2,1900 Summer,Sailing,Sailing Mixed 1-2 Ton
2,1900 Summer,Track and Field,Track and Field Men's Triple Jump
2,1900 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres, Team"
2,1900 Summer,Sailing,Sailing Mixed 20+ Ton
2,1900 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres, Team"
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
2,1900 Summer,Track and Field,"Track and Field Men's 4,000 metres Steeplechase"
2,1900 Summer,Track and Field,"Track and Field Men's 5,000 metres, Team"
2,1900 Summer,Track and Field,"Track and Field Men's 5,000 metres, Team"
2,1900 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres"
2,1900 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres, Team"
2,1900 Summer,Track and Field,"Track and Field Men's 5,000 metres, Team"
2,1900 Summer,Sailing,Sailing Mixed 0-0.5 Ton
2,1900 Summer,Gymnastics,Gymnastics Men's Individual All-Around
2,1900 Summer,Golf,Golf Men's Individual
2,1900 Summer,Track and Field,Track and Field Men's Shot Put
2,1900 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres, Team"
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
2,1900 Summer,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres"
2,1900 Summer,Cycling,Cycling Men's Sprint
2,1900 Summer,Sailing,Sailing Mixed 3-10 Ton
2,1900 Summer,Track and Field,Track and Field Men's 200 metres
2,1900 Summer,Track and Field,Track and Field Men's 400 metres Hurdles
2,1900 Summer,Track and Field,Track and Field Men's Marathon
2,1900 Summer,Rowing,Rowing Men's Coxed Fours
2,1900 Summer,Track and Field,Track and Field Men's 800 metres
2,1900 Summer,Track and Field,"Track and Field Men's 5,000 metres, Team"
2,1900 Summer,Archery,"Archery Men's Au Chapelet, 33 metres"
2,1900 Summer,Archery,"Archery Men's Au Cordon Dore, 33 metres"
2,1900 Summer,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta
2,1900 Summer,Croquet,"Croquet Mixed Singles, Two Balls"
2,1900 Summer,Sailing,Sailing Mixed 1-2 Ton
2,1900 Summer,Sailing,Sailing Mixed 1-2 Ton
2,1900 Summer,Equestrianism,Equestrianism Mixed Four-In-Hand Competition
2,1900 Summer,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined
2,1900 Summer,Equestrianism,Equestrianism Mixed High Jump
2,1900 Summer,Equestrianism,Equestrianism Mixed High Jump
2,1900 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual"
2,1900 Summer,Equestrianism,Equestrianism Mixed Long Jump
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Fencing,"Fencing Men's Foil, Team"
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Boxing,Boxing Men's Heavyweight
3,1904 Summer,Lacrosse,Lacrosse Men's Lacrosse
3,1904 Summer,Swimming,Swimming Men's 100 Yard Backstroke
3,1904 Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle"
3,1904 Summer,Water Polo,Water Polo Men's Water Polo
3,1904 Summer,Archery,Archery Men's Double American Round
3,1904 Summer,Archery,Archery Men's Double York Round
3,1904 Summer,Football,Football Men's Football
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle"
3,1904 Summer,Swimming,Swimming Men's 220 yard Freestyle
3,1904 Summer,Swimming,Swimming Men's 440 yard Freestyle
3,1904 Summer,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Track and Field,Track and Field Men's 56-pound Weight Throw
3,1904 Summer,Fencing,"Fencing Men's Sabre, Individual"
3,1904 Summer,Swimming,Swimming Men's Plunge For Distance
3,1904 Summer,Rowing,Rowing Men's Coxless Fours
3,1904 Summer,Cycling,Cycling Men's 2 mile
3,1904 Summer,Cycling,Cycling Men's 25 mile
3,1904 Summer,Track and Field,Track and Field Men's Pole Vault
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports"
3,1904 Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle"
3,1904 Summer,Rowing,Rowing Men's Coxless Fours
3,1904 Summer,Track and Field,Track and Field Men's Standing High Jump
3,1904 Summer,Track and Field,Track and Field Men's Standing Long Jump
3,1904 Summer,Track and Field,Track and Field Men's Standing Triple Jump
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Gymnastics,Gymnastics Men's Horse Vault
3,1904 Summer,Gymnastics,Gymnastics Men's Parallel Bars
3,1904 Summer,Gymnastics,Gymnastics Men's Rope Climbing
3,1904 Summer,Rowing,Rowing Men's Coxless Pairs
3,1904 Summer,Boxing,Boxing Men's Flyweight
3,1904 Summer,Track and Field,Track and Field Men's Hammer Throw
3,1904 Summer,Tug-Of-War,Tug-Of-War Men's Tug-Of-War
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Fencing,"Fencing Men's Foil, Individual"
3,1904 Summer,Fencing,"Fencing Men's epee, Individual"
3,1904 Summer,Gymnastics,Gymnastics Men's Rings
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay
3,1904 Summer,Rowing,Rowing Men's Single Sculls
3,1904 Summer,Gymnastics,Gymnastics Men's Team All-Around
3,1904 Summer,Track and Field,Track and Field Men's 60 metres
3,1904 Summer,Track and Field,Track and Field Men's 100 metres
3,1904 Summer,Track and Field,Track and Field Men's 200 metres
3,1904 Summer,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay
3,1904 Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle"
3,1904 Summer,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events"
3,1904 Summer,Gymnastics,Gymnastics Men's Team All-Around
3,1904 Summer,Gymnastics,Gymnastics Men's Horse Vault
3,1904 Summer,Gymnastics,Gymnastics Men's Horizontal Bar
3,1904 Summer,Gymnastics,Gymnastics Men's Side Horse
3,1904 Summer,Gymnastics,Gymnastics Men's Horizontal Bar
3,1904 Summer,Gymnastics,Gymnastics Men's Club Swinging
3,1904 Summer,Gymnastics,Gymnastics Men's Team All-Around
3,1904 Summer,Track and Field,Track and Field Men's Marathon
3,1904 Summer,Track and Field,Track and Field Men's 400 metres
3,1904 Summer,Track and Field,Track and Field Men's 200 metres Hurdles
3,1904 Summer,Track and Field,Track and Field Men's 400 metres Hurdles
3,1904 Summer,Archery,Archery Women's Double Columbia Round
3,1904 Summer,Archery,Archery Women's Double National Round
3,1904 Summer,Archery,Archery Women's Team Round
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Cycling,Cycling Men's 1/4 mile
3,1904 Summer,Cycling,Cycling Men's 1/3 mile
3,1904 Summer,Cycling,Cycling Men's 1/2 mile
3,1904 Summer,Cycling,Cycling Men's 1 mile
3,1904 Summer,Roque,Roque Men's Singles
3,1904 Summer,Track and Field,Track and Field Men's High Jump
3,1904 Summer,Weightlifting,"Weightlifting Men's Unlimited, Two Hands"
3,1904 Summer,Gymnastics,Gymnastics Men's Team All-Around
3,1904 Summer,Track and Field,Track and Field Men's All-Around Championship
3,1904 Summer,Boxing,Boxing Men's Bantamweight
3,1904 Summer,Boxing,Boxing Men's Featherweight
3,1904 Summer,Gymnastics,Gymnastics Men's Individual All-Around
3,1904 Summer,Gymnastics,Gymnastics Men's Team All-Around
3,1904 Summer,Tennis,Tennis Men's Doubles
3,1904 Summer,Track and Field,Track and Field Men's 800 metres
3,1904 Summer,Track and Field,"Track and Field Men's 1,500 metres"
3,1904 Summer,Track and Field,"Track and Field Men's 2,590 metres Steeplechase"
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Golf,Golf Men's Individual
3,1904 Summer,Archery,Archery Men's Team Round
3,1904 Summer,Boxing,Boxing Men's Middleweight
3,1904 Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle"
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Rowing,Rowing Men's Double Sculls
3,1904 Summer,Track and Field,"Track and Field Men's 4 mile, Team"
3,1904 Summer,Rowing,Rowing Men's Coxless Fours
3,1904 Summer,Track and Field,"Track and Field Men's 4 mile, Team"
3,1904 Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle"
3,1904 Summer,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Track and Field,"Track and Field Men's 4 mile, Team"
3,1904 Summer,Track and Field,Track and Field Men's Long Jump
3,1904 Summer,Track and Field,Track and Field Men's Triple Jump
3,1904 Summer,Swimming,Swimming Men's 880 yard Freestyle
3,1904 Summer,Swimming,Swimming Men's One Mile Freestyle
3,1904 Summer,Gymnastics,Gymnastics Men's Team All-Around
3,1904 Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle"
3,1904 Summer,Track and Field,Track and Field Men's Shot Put
3,1904 Summer,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay
3,1904 Summer,Rowing,Rowing Men's Coxless Pairs
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Rowing,Rowing Men's Coxed Eights
3,1904 Summer,Cycling,Cycling Men's 5 mile
3,1904 Summer,Track and Field,Track and Field Men's 110 metres Hurdles
3,1904 Summer,Diving,Diving Men's Springboard
3,1904 Summer,Track and Field,Track and Field Men's Discus Throw
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Boxing,Boxing Men's Lightweight
3,1904 Summer,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work"
3,1904 Summer,Rowing,Rowing Men's Coxless Fours
3,1904 Summer,Track and Field,"Track and Field Men's 4 mile, Team"
3,1904 Summer,Track and Field,"Track and Field Men's 4 mile, Team"
3,1904 Summer,Fencing,"Fencing Men's Single Sticks, Individual"
3,1904 Summer,Rowing,Rowing Men's Double Sculls
3,1904 Summer,Swimming,Swimming Men's 50 yard Freestyle
3,1904 Summer,Swimming,Swimming Men's 100 yard Freestyle
3,1904 Summer,Golf,Golf Men's Team
3,1904 Summer,Tennis,Tennis Men's Singles
3,1904 Summer,Tennis,Tennis Men's Doubles
3,1904 Summer,Boxing,Boxing Men's Welterweight
3,1904 Summer,Swimming,Swimming Men's 440 Yard Breaststroke
4,1906 Summer,Fencing,"Fencing Men's epee, Team"
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Gymnastics,Gymnastics Men's Rope Climbing
4,1906 Summer,Fencing,"Fencing Men's Sabre, Team"
4,1906 Summer,Football,Football Men's Football
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Rowing,Rowing Men's 6-Man Naval Rowing Boats
4,1906 Summer,Track and Field,"Track and Field Men's 1,500 metres Walk"
4,1906 Summer,Tug-Of-War,Tug-Of-War Men's Tug-Of-War
4,1906 Summer,Rowing,Rowing Men's Coxed Pairs (1 kilometres)
4,1906 Summer,Rowing,Rowing Men's Coxed Pairs (1 mile)
4,1906 Summer,Rowing,Rowing Men's Coxed Fours
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Fencing,"Fencing Men's Sabre, Individual, Three Hits"
4,1906 Summer,Rowing,Rowing Men's Coxed Pairs (1 kilometres)
4,1906 Summer,Rowing,Rowing Men's Coxed Pairs (1 mile)
4,1906 Summer,Rowing,Rowing Men's Coxed Fours
4,1906 Summer,Swimming,Swimming Men's 100 metres Freestyle
4,1906 Summer,Fencing,"Fencing Men's epee, Individual"
4,1906 Summer,Tennis,Tennis Mixed Doubles
4,1906 Summer,Tennis,Tennis Men's Singles
4,1906 Summer,Tennis,Tennis Mixed Doubles
4,1906 Summer,Tennis,Tennis Men's Doubles
4,1906 Summer,Rowing,Rowing Men's Single Sculls
4,1906 Summer,Fencing,"Fencing Men's Foil, Individual"
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Track and Field,Track and Field Men's Standing High Jump
4,1906 Summer,Track and Field,Track and Field Men's Standing Long Jump
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Rowing,Rowing Men's Coxed Pairs (1 kilometres)
4,1906 Summer,Rowing,Rowing Men's Coxed Pairs (1 mile)
4,1906 Summer,Rowing,Rowing Men's Coxed Fours
4,1906 Summer,Rowing,Rowing Men's 6-Man Naval Rowing Boats
4,1906 Summer,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres"
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Track and Field,Track and Field Men's Stone Throw
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Fencing,"Fencing Men's Sabre, Individual"
4,1906 Summer,Tennis,Tennis Men's Doubles
4,1906 Summer,Track and Field,Track and Field Men's Pole Vault
4,1906 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Track and Field,Track and Field Men's 100 metres
4,1906 Summer,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Track and Field,Track and Field Men's 5 mile
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Track and Field,"Track and Field Men's Discus Throw, Greek Style"
4,1906 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman"
4,1906 Summer,Wrestling,"Wrestling Men's All-Around, Greco-Roman"
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Track and Field,Track and Field Men's High Jump
4,1906 Summer,Track and Field,Track and Field Men's 110 metres Hurdles
4,1906 Summer,Shooting,"Shooting Men's Free Pistol, 25 metres"
4,1906 Summer,Track and Field,"Track and Field Men's Javelin Throw, Freestyle"
4,1906 Summer,Track and Field,"Track and Field Men's 1,500 metres"
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres"
4,1906 Summer,Track and Field,Track and Field Men's Pentathlon (Ancient)
4,1906 Summer,Shooting,"Shooting Men's Trap, Single Shot, 16 metres"
4,1906 Summer,Shooting,"Shooting Men's Trap, Double Shot, 14 metres"
4,1906 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
4,1906 Summer,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres"
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres
4,1906 Summer,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres"
4,1906 Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Track and Field,Track and Field Men's Triple Jump
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay
4,1906 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres"
4,1906 Summer,Gymnastics,Gymnastics Men's Individual All-Around
4,1906 Summer,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events"
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
4,1906 Summer,Gymnastics,Gymnastics Men's Team All-Around
