ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Iso
14484,"Raymond Cope ""Ray"" Bracken",M,29,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, 30 metres",Silver,us
14496,"James Edward ""Jim"" Bradford",M,23,183,116.5,United States,USA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,Silver,us
14496,"James Edward ""Jim"" Bradford",M,31,183,116.5,United States,USA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,Silver,us
14510,Everett Lewis Bradley,M,22,178,79,United States,USA,1920 Summer,1920,Summer,Antwerpen,Track and Field,Track and Field Men's Pentathlon,Silver,us
14529,"James H. ""Jim"" Brady",M,29,185,86,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Silver,us
15197,Herman Harold Brix,M,21,190,100,United States,USA,1928 Summer,1928,Summer,Amsterdam,Track and Field,Track and Field Men's Shot Put,Silver,us
15463,Alice Regina Brown (-Harris),F,23,159,59,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Women's 100 metres,Silver,us
15546,"Judith Lynne ""Judi"" Brown (-King, -Clarke)",F,23,180,67,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Women's 400 metres Hurdles,Silver,us
15559,Leroy Taylor Brown,M,22,178,64,United States,USA,1924 Summer,1924,Summer,Paris,Track and Field,Track and Field Men's High Jump,Silver,us
15596,"Thomas Granville ""Tom"" Brown",M,35,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Silver,us
15666,"Thomas Edwin ""Tom"" Bruce",M,20,183,73,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Breaststroke,Silver,us
15890,Kelci Marie Bryant,F,23,160,61,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Silver,us
16088,"Gregory Fenton ""Greg"" Buckingham",M,23,191,84,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,Silver,us
16360,Erich Buljung,M,44,183,85,United States,USA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,us
16542,"Gregory Stewart ""Greg"" Burgess",M,20,193,93,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,Silver,us
16612,Miles J. Burke,M,19,160,49,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Flyweight,Silver,us
16685,Kevin Lobdell Burnham,M,35,185,70,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Silver,us
16697,Lindsay H. Burns,F,31,174,58,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Silver,us
16973,James Aaron Butts,M,26,188,82,United States,USA,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Men's Triple Jump,Silver,us
17077,"Christopher Cornelius ""Chris"" Byrd",M,21,185,75,United States,USA,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,Silver,us
17078,"Richard Leslie ""Dick"" Byrd",M,19,181,88,United States,USA,1912 Summer,1912,Summer,Stockholm,Track and Field,Track and Field Men's Discus Throw,Silver,us
17737,"Milton Gray ""Milt"" Campbell",M,18,190,94,United States,USA,1952 Summer,1952,Summer,Helsinki,Track and Field,Track and Field Men's Decathlon,Silver,us
17985,Christian Cantwell,M,27,193,154,United States,USA,2008 Summer,2008,Summer,Beijing,Track and Field,Track and Field Men's Shot Put,Silver,us
18130,Michael Carbajal,M,21,165,48,United States,USA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,Silver,us
18404,"Lester Nelson ""Les"" Carney",M,26,178,75,United States,USA,1960 Summer,1960,Summer,Roma,Track and Field,Track and Field Men's 200 metres,Silver,us
18647,Keith Eyre Carter,M,23,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,Silver,us
18655,"Michael D'Andrea ""Mike"" Carter",M,23,189,127,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Men's Shot Put,Silver,us
18665,"Nathaniel John ""Nate"" Cartmell",M,21,182,71,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's 100 metres,Silver,us
18665,"Nathaniel John ""Nate"" Cartmell",M,21,182,71,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's 200 metres,Silver,us
18683,"Edward Julius ""Ed"" Caruthers, Jr.",M,23,196,93,United States,USA,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Men's High Jump,Silver,us
18804,Kellogg Kennon Venable Casey,M,30,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, 1,000 Yards",Silver,us
18805,"Levi Burnside ""Lee"" Casey",M,23,185,84,United States,USA,1928 Summer,1928,Summer,Amsterdam,Track and Field,Track and Field Men's Triple Jump,Silver,us
18975,Frank Riley Castleman,M,27,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's 200 metres Hurdles,Silver,us
20106,"William Joseph N. ""Joey"" Cheek",M,26,185,79,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,000 metres",Silver,us
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25,165,58,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Women's 400 metres,Silver,us
20133,Paul Kipkemboi Chelimo,M,25,175,57,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,"Track and Field Men's 5,000 metres",Silver,us
20897,Dana Chladek (Chladkov-),F,32,NA,NA,United States,USA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,us
21181,Amy Yuen-Yee Chow (-Ho),F,18,155,44,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,Silver,us
21780,"Robert Hyatt ""Bob"" Clark",M,23,188,84,United States,USA,1936 Summer,1936,Summer,Berlin,Track and Field,Track and Field Men's Decathlon,Silver,us
21947,Bryan Ezra Tsumoru Clay,M,24,180,83,United States,USA,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Men's Decathlon,Silver,us
21954,"William Bundu ""Will"" Claye",M,21,181,72,United States,USA,2012 Summer,2012,Summer,London,Track and Field,Track and Field Men's Triple Jump,Silver,us
21954,"William Bundu ""Will"" Claye",M,25,181,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,Track and Field Men's Triple Jump,Silver,us
21990,Kerron Stephon Clement,M,22,188,86,United States,USA,2008 Summer,2008,Summer,Beijing,Track and Field,Track and Field Men's 400 metres Hurdles,Silver,us
22085,"Robert ""Bobby"" Cloughen",M,19,179,76,United States,USA,1908 Summer,1908,Summer,London,Track and Field,Track and Field Men's 200 metres,Silver,us
22209,"William Wesley Coe, Jr.",M,26,178,95,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's Shot Put,Silver,us
22234,Calvin Thomas Coffey,M,25,188,91,United States,USA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs,Silver,us
22270,"Alexandra Pauline ""Sasha"" Cohen",F,21,157,43,United States,USA,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,Silver,us
22275,Harvey Wright Cohn,M,23,172,61,United States,USA,1908 Summer,1908,Summer,London,Track and Field,"Track and Field Men's 3 mile, Team",Silver,us
22338,Lynn Ann Colella,F,22,170,61,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,Silver,us
22347,Georgia V. Coleman (-Gilson),F,16,NA,NA,United States,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Women's Platform,Silver,us
22347,Georgia V. Coleman (-Gilson),F,20,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Women's Platform,Silver,us
22389,Meredith Bright Colket,M,21,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Track and Field,Track and Field Men's Pole Vault,Silver,us
22418,Wayne Curtis Collett,M,22,188,84,United States,USA,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Men's 400 metres,Silver,us
22434,Jeanne Ellen Collier (-Sitzberger),F,18,156,48,United States,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Women's Springboard,Silver,us
22645,Carin Alice Cone (-Vanderbush),F,16,167,59,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,Silver,us
22676,"Michael Alexander ""Mike"" Conley",M,21,185,78,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Men's Triple Jump,Silver,us
22700,James Brendan Bennet Connolly,M,27,175,72,United States,USA,1896 Summer,1896,Summer,"Athens,GR",Track and Field,Track and Field Men's High Jump,Silver,us
22700,James Brendan Bennet Connolly,M,31,175,72,United States,USA,1900 Summer,1900,Summer,Paris,Track and Field,Track and Field Men's Triple Jump,Silver,us
22821,Hollis Conway,M,21,183,68,United States,USA,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Men's High Jump,Silver,us
22877,Emma C. Cooke,F,55,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Women's Double Columbia Round,Silver,us
22877,Emma C. Cooke,F,55,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Women's Double National Round,Silver,us
22926,Christin Elizabeth Cooper,F,24,170,57,United States,USA,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver,us
22975,Lillian Copeland (Drossin-),F,23,165,59,United States,USA,1928 Summer,1928,Summer,Amsterdam,Track and Field,Track and Field Women's Discus Throw,Silver,us
23338,"Bernard Patrick ""Pat"" Costello, Jr.",M,27,188,84,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Double Sculls,Silver,us
23565,"Robert Elmer ""Bob"" Cowell",M,24,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Silver,us
23723,Shawn Crawford,M,30,181,86,United States,USA,2008 Summer,2008,Summer,Beijing,Track and Field,Track and Field Men's 200 metres,Silver,us
23735,Mark James Crear,M,27,186,79,United States,USA,1996 Summer,1996,Summer,Atlanta,Track and Field,Track and Field Men's 110 metres Hurdles,Silver,us
23740,John Francis Cregan,M,22,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Track and Field,Track and Field Men's 800 metres,Silver,us
23868,Ian Lowell Crocker,M,21,193,86,United States,USA,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Men's 100 metres Butterfly,Silver,us
23892,"Seymour Legrand ""Sy"" Cromwell, II",M,30,193,89,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Double Sculls,Silver,us
23929,Percy Leo Crosby,M,40,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Silver,us
24229,Frank Josef Cuhel,M,23,178,73,United States,USA,1928 Summer,1928,Summer,Amsterdam,Track and Field,Track and Field Men's 400 metres Hurdles,Silver,us
24336,Glenn Vernice Cunningham,M,26,178,70,United States,USA,1936 Summer,1936,Summer,Berlin,Track and Field,"Track and Field Men's 1,500 metres",Silver,us
24418,Ann Elisabeth Curtis (-Cuneo),F,22,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Silver,us
24440,"Clifton Emmett ""Cliff"" Cushman",M,22,188,72,United States,USA,1960 Summer,1960,Summer,Roma,Track and Field,Track and Field Men's 400 metres Hurdles,Silver,us
24973,John Lawrence Daley,M,18,NA,NA,United States,USA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Bantamweight,Silver,us
25193,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,18,173,65,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Butterfly,Silver,us
25215,"Charles Meldrum ""Charlie"" Daniels",M,19,183,70,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 100 yard Freestyle,Silver,us
25220,Jack Tupper Daniels,M,23,180,79,United States,USA,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,us
25668,Barry Alan Davis,M,22,155,57,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,us
25694,Jack Wells Davis,M,21,190,70,United States,USA,1952 Summer,1952,Summer,Helsinki,Track and Field,Track and Field Men's 110 metres Hurdles,Silver,us
25694,Jack Wells Davis,M,26,190,70,United States,USA,1956 Summer,1956,Summer,Melbourne,Track and Field,Track and Field Men's 110 metres Hurdles,Silver,us
25723,Shani Earl Davis,M,23,188,86,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,us
25723,Shani Earl Davis,M,27,188,86,United States,USA,2010 Winter,2010,Winter,"Vancouver, CA",Speed Skating,"Speed Skating Men's 1,500 metres",Silver,us
25815,"Michael ""Mike"" Day",M,23,191,93,United States,USA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's BMX,Silver,us
26835,Lance Earl Deal,M,34,188,116,United States,USA,1996 Summer,1996,Summer,Atlanta,Track and Field,Track and Field Men's Hammer Throw,Silver,us
26975,"Anthony Michael ""Tony"" Dees",M,28,193,90,United States,USA,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Men's 110 metres Hurdles,Silver,us
27183,"Francis James ""Jim"" Delaney",M,27,183,93,United States,USA,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's Shot Put,Silver,us
27463,"Deirdre ""Dede"" Demet-Barry",F,31,175,61,United States,USA,2004 Summer,2004,Summer,"Athens,GR",Cycling,Cycling Women's Individual Time Trial,Silver,us
27524,Lashinda Monique Demus,F,29,170,60,United States,USA,2012 Summer,2012,Summer,London,Track and Field,Track and Field Women's 400 metres Hurdles,Silver,us
27610,Leslie Jean Deniz,F,22,170,86,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Women's Discus Throw,Silver,us
27654,"William Thomas ""Tom"" Denton",M,21,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,Silver,us
27712,Emily Ann deRiel,F,25,178,63,United States,USA,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Silver,us
27799,"Ulise Joseph ""Pete"" Desjardins",M,17,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Springboard,Silver,us
27992,John Riegel DeWitt,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's Hammer Throw,Silver,us
28327,George Thomas DiCarlo,M,21,180,74,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,us
28396,"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)",F,21,169,57,United States,USA,1932 Summer,1932,Summer,Los Angeles,Track and Field,Track and Field Women's High Jump,Silver,us
28542,Gary J. Dilley,M,19,186,75,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,Silver,us
28687,Marcus Walthall Dinwiddie,M,17,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,us
28734,"Madeline Jane ""Maya"" DiRado",F,23,175,65,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Silver,us
28754,Bill Dale Disney,M,27,169,64,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Men's 500 metres,Silver,us
29075,"James F. ""Jim"" Doehring",M,30,183,120,United States,USA,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Men's Shot Put,Silver,us
29145,"Thomas Fitzgerald ""Tom"" Dolan",M,24,201,86,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,Silver,us
29168,Peter James Dolfen,M,31,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,us
29319,"James Joseph ""Jim"" Donahue",M,27,172,61,United States,USA,1912 Summer,1912,Summer,Stockholm,Track and Field,Track and Field Men's Pentathlon,Silver,us
29387,Scott Richard Donie,M,23,175,77,United States,USA,1992 Summer,1992,Summer,Barcelona,Diving,Diving Men's Platform,Silver,us
29520,Sam Dorman,M,24,175,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Silver,us
29791,Burton Cecil Downing,M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 1/4 mile,Silver,us
29791,Burton Cecil Downing,M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 1/3 mile,Silver,us
29791,Burton Cecil Downing,M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 1 mile,Silver,us
29947,Otis Paul Drayton,M,25,183,73,United States,USA,1964 Summer,1964,Summer,Tokyo,Track and Field,Track and Field Men's 200 metres,Silver,us
30062,"William Herbert ""Bill"" Droegemueller",M,21,178,64,United States,USA,1928 Summer,1928,Summer,Amsterdam,Track and Field,Track and Field Men's Pole Vault,Silver,us
30541,Gayle Albert Dull,M,24,172,69,United States,USA,1908 Summer,1908,Summer,London,Track and Field,"Track and Field Men's 3 mile, Team",Silver,us
30678,Gordon Glover Dunn,M,24,193,110,United States,USA,1936 Summer,1936,Summer,Berlin,Track and Field,Track and Field Men's Discus Throw,Silver,us
30696,Velma Clancy Dunn (-Ploessel),F,17,NA,NA,United States,USA,1936 Summer,1936,Summer,Berlin,Diving,Diving Women's Platform,Silver,us
31197,"Benjamin Bangs ""Ben"" Eastman",M,21,185,70,United States,USA,1932 Summer,1932,Summer,Los Angeles,Track and Field,Track and Field Men's 400 metres,Silver,us
31289,Earl William Eby,M,25,179,60,United States,USA,1920 Summer,1920,Summer,Antwerpen,Track and Field,Track and Field Men's 800 metres,Silver,us
31544,Henry Chandler Egan,M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Individual,Silver,us
31759,John Lincoln Eisele,M,24,180,69,United States,USA,1908 Summer,1908,Summer,London,Track and Field,"Track and Field Men's 3 mile, Team",Silver,us
32435,"Patricia Anne ""Patsy"" Elsener (-Homan)",F,18,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Diving,Diving Women's Platform,Silver,us
32517,"Matthew D. ""Matt"" Emmons",M,27,175,84,United States,USA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,us
32637,"Frederick William ""Fred"" Engelhardt",M,25,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's Triple Jump,Silver,us
32861,"Philip Richard ""Phil"" Erenberg",M,23,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Club Swinging,Silver,us
33449,Janet Beth Evans,F,20,167,54,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,Silver,us
33468,"Ralph Liggett Evans, Jr.",M,24,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed One Person Dinghy,Silver,us
33477,"Jay Thomas ""Tommy"" Evans",M,21,167,67,United States,USA,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,us
33547,"Henry Norwood ""Barney"" Ewell",M,30,180,71,United States,USA,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's 100 metres,Silver,us
33547,"Henry Norwood ""Barney"" Ewell",M,30,180,71,United States,USA,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's 200 metres,Silver,us
33582,George Louis Eyser,M,33,170,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",Silver,us
33582,George Louis Eyser,M,33,170,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Side Horse,Silver,us
33904,"David Athelstane ""Dave"" Fall",M,21,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Platform,Silver,us
34108,Sandra Marie Farmer-Patrick (Miller-),F,29,173,63,United States,USA,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Women's 400 metres Hurdles,Silver,us
34551,Allyson Michelle Felix,F,18,168,56,United States,USA,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Women's 200 metres,Silver,us
34551,Allyson Michelle Felix,F,22,168,56,United States,USA,2008 Summer,2008,Summer,Beijing,Track and Field,Track and Field Women's 200 metres,Silver,us
34551,Allyson Michelle Felix,F,30,168,56,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,Track and Field Women's 400 metres,Silver,us
35011,Barbara Ann Ferrell (-Edmonson),F,21,159,47,United States,USA,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Women's 100 metres,Silver,us
35435,George V. Finnegan,M,NA,NA,47,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Bantamweight,Silver,us
35438,Sharon Evans Finneran (-Rittenhouse),F,18,161,50,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 400 metres Individual Medley,Silver,us
35563,"Jennifer Lee ""Jenny"" Fish (-Baker)",F,18,173,64,United States,USA,1968 Winter,1968,Winter,Grenoble,Speed Skating,Speed Skating Women's 500 metres,Silver,us
35565,Mardy Simpson Fish,M,22,187,81,United States,USA,2004 Summer,2004,Summer,"Athens,GR",Tennis,Tennis Men's Singles,Silver,us
35611,Horatio May Fitch,M,23,175,68,United States,USA,1924 Summer,1924,Summer,Paris,Track and Field,Track and Field Men's 400 metres,Silver,us
35627,"Robert Emmett ""Bobby"" Fitzgerald",M,24,NA,NA,United States,USA,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,Speed Skating Men's 500 metres,Silver,us
35704,Eric Joseph Flaim,M,20,173,73,United States,USA,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,us
35717,John Joseph Flanagan,M,36,178,95,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's 56-pound Weight Throw,Silver,us
35721,Shalane Flanagan (-Edwards),F,27,166,47,United States,USA,2008 Summer,2008,Summer,Beijing,Track and Field,"Track and Field Women's 10,000 metres",Silver,us
35876,Aaron Ross Flood,M,25,NA,NA,United States,USA,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,us
35982,"Patrick J. ""Pat"" Flynn",M,25,170,52,United States,USA,1920 Summer,1920,Summer,Antwerpen,Track and Field,"Track and Field Men's 3,000 metres Steeplechase",Silver,us
36009,Paul Jeffrey Foerster,M,28,172,68,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,us
36009,Paul Jeffrey Foerster,M,36,172,68,United States,USA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Silver,us
87061,Keith Ireland Notary,M,32,170,66,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Multihull,Silver,us
36222,Alan Robert Ford,M,24,175,77,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Silver,us
36424,"Gregory ""Greg"" Foster",M,25,190,84,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Men's 110 metres Hurdles,Silver,us
36456,Robert James Foth,M,34,178,70,United States,USA,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,us
36506,Hyleas Christine Fountain,F,27,170,64,United States,USA,2008 Summer,2008,Summer,Beijing,Track and Field,Track and Field Women's Heptathlon,Silver,us
36566,Francine Anne Fox,F,15,170,66,United States,USA,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,us
36575,Ruby Ellen Fox,F,38,172,68,United States,USA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,us
36750,"Daniel ""Dan"" Frank",M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's Long Jump,Silver,us
36846,Gretchen Claudia Fraser (Kunigk-),F,28,163,53,United States,USA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Combined,Silver,us
36885,Linda Sue Fratianne,F,19,153,41,United States,USA,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Women's Singles,Silver,us
38014,"William Jackson ""Jack"" Galbraith",M,25,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rope Climbing,Silver,us
38078,"Michael Riley ""Mickey"" Galitzen",M,18,NA,NA,United States,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Springboard,Silver,us
38078,"Michael Riley ""Mickey"" Galitzen",M,22,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Men's Platform,Silver,us
38101,"Kimberly Ann ""Kim"" Gallagher",F,20,165,47,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Women's 800 metres,Silver,us
38453,Eleanor Agnes Garatti-Saville,F,18,NA,NA,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 100 metres Freestyle,Silver,us
38750,"James Arthur ""Jim"" Gardiner",M,26,183,79,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Double Sculls,Silver,us
38858,"John Carlyle ""Johnny"" Garrels",M,22,185,89,United States,USA,1908 Summer,1908,Summer,London,Track and Field,Track and Field Men's 110 metres Hurdles,Silver,us
38860,"Robert ""Bob"" Garrett",M,20,188,81,United States,USA,1896 Summer,1896,Summer,"Athens,GR",Track and Field,Track and Field Men's High Jump,Silver,us
38860,"Robert ""Bob"" Garrett",M,20,188,81,United States,USA,1896 Summer,1896,Summer,"Athens,GR",Track and Field,Track and Field Men's Long Jump,Silver,us
38880,"Thomas Irvin ""Tom"" Garrigus",M,21,184,77,United States,USA,1968 Summer,1968,Summer,Mexico City,Shooting,Shooting Mixed Trap,Silver,us
39035,Justin Alexander Gatlin,M,34,186,80,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,Track and Field Men's 100 metres,Silver,us
39209,"Mitchell Jay ""Mitch"" Gaylord",M,23,174,68,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Silver,us
39277,"Michael William ""Mike"" Gebhardt",M,26,170,67,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Windsurfer,Silver,us
