ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Iso
14046,Hassiba Boulmerka,F,24,158,49,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Track and Field,"Track and Field Women's 1,500 metres",Gold,dz
73857,Taoufik Makhloufi,M,24,170,67,Algeria,ALG,2012 Summer,2012,Summer,London,Track and Field,"Track and Field Men's 1,500 metres",Gold,dz
78805,Nouria Mrah-Benida,F,29,162,54,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Track and Field,"Track and Field Women's 1,500 metres",Gold,dz
81861,Noureddine Morceli,M,26,175,60,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Track and Field,"Track and Field Men's 1,500 metres",Gold,dz
112998,Hocine Soltani,M,23,165,60,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,Gold,dz
7980,Team Australasia,M,NA,NA,NA,Australasia,ANZ,1908 Summer,1908,Summer,London,Rugby,Rugby Men's Rugby,Gold,anz
46968,Team Australasia,M,NA,NA,NA,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,anz
30777,"Sarah Frances ""Fanny"" Durack (-Gately)",F,22,NA,NA,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,Gold,anz
4029,Team Argentina,M,NA,NA,NA,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Polo,Polo Men's Polo,Gold,ar
6201,Team Argentina,M,NA,NA,NA,Argentina,ARG,2004 Summer,2004,Summer,"Athens,GR",Football,Football Men's Football,Gold,ar
7482,Team Argentina,M,NA,NA,NA,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold,ar
15770,Team Argentina,M,NA,NA,NA,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,ar
27256,Team Argentina,M,NA,NA,NA,Argentina,ARG,2004 Summer,2004,Summer,"Athens,GR",Basketball,Basketball Men's Basketball,Gold,ar
58740,Team Argentina,M,NA,NA,NA,Argentina,ARG,1924 Summer,1924,Summer,Paris,Polo,Polo Men's Polo,Gold,ar
6088,"ngel Pedro Victorio ""Vctor"" Avendao",M,20,NA,NA,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Light-Heavyweight,Gold,ar
17174,Delfo Cabrera Gmez,M,29,172,59,Argentina,ARG,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's Marathon,Gold,ar
18063,Tranquilo Capozzo Zironda,M,34,NA,NA,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Double Sculls,Gold,ar
18752,Oscar Casanovas,M,22,NA,NA,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Featherweight,Gold,ar
23820,Sebastian Eduardo Crismanich,M,25,183,79,Argentina,ARG,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Welterweight,Gold,ar
24426,Juan Esteban Curuchet,M,43,175,65,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Madison,Gold,ar
43598,Eduardo Guerrero,M,24,NA,NA,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Double Sculls,Gold,ar
51686,Argentino Rafael Iglesias,M,24,NA,NA,Argentina,ARG,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,Gold,ar
71740,Santiago Alberto Lovell Birnes,M,20,190,NA,Argentina,ARG,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Heavyweight,Gold,ar
91398,Paula Beln Pareto,F,30,150,48,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Gold,ar
93387,Pascual Nicols Prez Alonso,M,22,NA,NA,Argentina,ARG,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,Gold,ar
93409,Walter Fernando Prez,M,33,178,78,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Madison,Gold,ar
101480,Carmelo Ambrosio Robledo,M,20,165,NA,Argentina,ARG,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,Gold,ar
101718,Arturo J. Rodrguez Jurado,M,20,NA,NA,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Heavyweight,Gold,ar
133579,Juan Carlos Zabala Boyer,M,20,165,55,Argentina,ARG,1932 Summer,1932,Summer,Los Angeles,Track and Field,Track and Field Men's Marathon,Gold,ar
135260,Victoriano Alberto Zorrilla,M,22,NA,NA,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 400 metres Freestyle,Gold,ar
18500,Cecilia Carranza Saroli,F,29,164,63,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Gold,ar
66437,Santiago Ral Lange Roberti,M,54,184,73,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Gold,ar
2497,Artur Aleksanyan,M,24,190,98,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,am
84861,Armen Lyudvikovich Nazaryan,M,22,162,60,Armenia,ARM,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,am
2850,Team Australia,F,NA,NA,NA,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,au
4163,Team Australia,F,NA,NA,NA,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,au
9181,Team Australia,F,NA,NA,NA,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,au
9562,Team Australia,F,NA,NA,NA,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,au
14946,Team Australia,M,NA,NA,NA,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Hockey,Hockey Men's Hockey,Gold,au
18974,Team Australia,F,NA,NA,NA,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,au
115768,Team Australia,F,NA,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Track and Field,Track and Field Women's 4 x 100 metres Relay,Gold,au
1534,Brett Aitken,M,29,173,65,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold,au
121024,Team Australia,M,NA,NA,NA,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,au
23694,Team Australia,F,NA,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,au
102563,Team Australia,M,NA,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,au
106938,Team Australia,F,NA,NA,NA,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,au
120087,Team Australia,M,NA,NA,NA,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,au
42771,Team Australia,M,NA,NA,NA,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,au
119835,Team Australia,F,NA,NA,NA,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,au
120958,Team Australia,M,NA,NA,NA,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Gold,au
44569,Team Australia,M,NA,NA,NA,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,au
3831,John Edward Anderson,M,33,183,89,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold,au
3864,"Thomas James ""Tom"" Anderson",M,33,183,89,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold,au
38195,Team Australia,F,NA,NA,NA,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,au
40449,Team Australia,M,NA,NA,NA,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Gold,au
47749,Team Australia,F,NA,NA,NA,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,au
131571,Team Australia,M,NA,NA,NA,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,au
103787,Team Australia,M,NA,NA,NA,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,au
115165,Team Australia,M,NA,NA,NA,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,au
30918,Team Australia,M,NA,NA,NA,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,au
4561,Peter Thomas Antonie,M,34,183,82,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Double Sculls,Gold,au
120446,Team Australia,M,NA,NA,NA,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,au
17687,Team Australia,F,NA,NA,NA,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,au
130864,Team Australia,F,NA,NA,NA,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,au
5158,Duncan John D'Arcy Armstrong,M,20,187,74,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Gold,au
5163,"Jennifer Margaret ""Jenny"" Armstrong",F,30,171,59,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold,au
7364,"Suzanne Elspeth ""Suzy"" Balogh",F,31,166,85,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Shooting,Shooting Women's Trap,Gold,au
8910,Ryan Neville Bayley,M,22,182,90,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,Cycling Men's Sprint,Gold,au
8910,Ryan Neville Bayley,M,22,182,90,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,Cycling Men's Keirin,Gold,au
9371,Dale Begg-Smith,M,21,186,84,Australia,AUS,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,au
9567,Mathew Belcher,M,29,173,62,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Gold,au
10804,Kevin John Berry,M,19,172,71,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,Gold,au
14492,Steven John Bradbury,M,28,178,80,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,au
14949,Scott Michael Brennan,M,25,193,89,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Gold,au
15096,Torah Jane Bright (-Thomson),F,23,161,57,Australia,AUS,2010 Winter,2010,Winter,"Vancouver, CA",Snowboarding,Snowboarding Women's Halfpipe,Gold,au
15527,Graeme Allen Brown,M,25,177,75,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,Cycling Men's Madison,Gold,au
15612,Ian Sterry Browne,M,25,185,59,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,au
16696,Lauren Chantel Burns (-Muller),F,26,165,49,Australia,AUS,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Flyweight,Gold,au
16773,Tom Burton,M,26,180,81,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Gold,au
17324,Maureen Caird (-Jones),F,17,165,52,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Women's 80 metres Hurdles,Gold,au
17774,Alisa Peta Camplin (-Warner),F,27,157,49,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold,au
18550,Sara Maree Carrigan,F,23,168,60,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,"Cycling Women's Road Race, Individual",Gold,au
19603,Kyle Chalmers,M,18,193,90,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Gold,au
19920,"Andrew Murray ""Boy"" Charlton",M,16,183,NA,Australia,AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
22923,"Bradford Paul ""Brad"" Cooper",M,18,160,72,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,Gold,au
23588,Lionel Malvyne Cox,M,22,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,au
23694,Lorraine Joyce Crapp (-Thurlow),F,18,167,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,Gold,au
23729,David William Crawshay,M,28,191,89,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Gold,au
23988,"Kimberley ""Kim"" Crow-Brennan",F,30,188,74,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Gold,au
24316,John Bruce Cuneo,M,44,168,66,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold,au
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18,169,57,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Track and Field,Track and Field Women's 100 metres,Gold,au
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18,169,57,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Track and Field,Track and Field Women's 200 metres,Gold,au
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,26,169,57,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Track and Field,Track and Field Women's 400 metres,Gold,au
25632,John Griffith Davies,M,23,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 200 metres Breaststroke,Gold,au
27629,"Clara ""Clare"" Dennis (-Golding)",F,16,NA,NA,Australia,AUS,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,Gold,au
27959,John Thomas Devitt,M,23,185,85,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold,au
28172,Michael Constantine Diamond (Diamondopoulous-),M,24,174,75,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Gold,au
28172,Michael Constantine Diamond (Diamondopoulous-),M,28,174,75,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,Gold,au
29655,Ralph Douglas Doubell,M,23,180,65,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Men's 800 metres,Gold,au
32339,"Herbert James ""Herb"" Elliott",M,22,181,68,Australia,AUS,1960 Summer,1960,Summer,Roma,Track and Field,"Track and Field Men's 1,500 metres",Gold,au
33241,Chloe Esposito,F,24,168,55,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold,au
33484,"Richmond Cavill ""Dick"" Eve",M,23,168,NA,Australia,AUS,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Plain High,Gold,au
33805,Simon John Fairweather,M,30,175,71,Australia,AUS,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,Gold,au
35388,George Ingle Finch,M,35,NA,NA,Australia,AUS,1924 Winter,1924,Winter,Mont-Blanc,Alpinism,Alpinism Mixed Alpinism,Gold,au
35698,"Edwin Harold ""Teddy"" Flack",M,22,NA,NA,Australia,AUS,1896 Summer,1896,Summer,"Athens,GR",Track and Field,Track and Field Men's 800 metres,Gold,au
35698,"Edwin Harold ""Teddy"" Flack",M,22,NA,NA,Australia,AUS,1896 Summer,1896,Summer,"Athens,GR",Track and Field,"Track and Field Men's 1,500 metres",Gold,au
35851,"Debra Lee ""Debbie"" Flintoff-King",F,28,171,58,Australia,AUS,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Women's 400 metres Hurdles,Gold,au
36205,David John Oliver Forbes,M,38,185,100,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold,au
36236,Michelle Jan Ford (-Eriksson),F,18,159,54,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,Gold,au
36840,Dawn Lorraine Fraser,F,19,172,67,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,Gold,au
36840,Dawn Lorraine Fraser,F,22,172,67,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,Gold,au
36840,Dawn Lorraine Fraser,F,27,172,67,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,Gold,au
36967,Duncan Seth Free,M,35,200,100,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold,au
36975,"Catherine Astrid Salome ""Cathy"" Freeman",F,27,164,56,Australia,AUS,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's 400 metres,Gold,au
40449,Drew Cameron Ginn,M,29,195,85,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Rowing,Rowing Men's Coxless Pairs,Gold,au
40449,Drew Cameron Ginn,M,33,195,85,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold,au
42065,"Shane Elizabeth Gould (-Innis, -Nelms)",F,15,171,59,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Freestyle,Gold,au
42065,"Shane Elizabeth Gould (-Innis, -Nelms)",F,15,171,59,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Freestyle,Gold,au
42065,"Shane Elizabeth Gould (-Innis, -Nelms)",F,15,171,59,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,Gold,au
42523,"Edgar Laurence ""Dunc"" Gray",M,26,NA,NA,Australia,AUS,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,au
44569,Grant George Hackett,M,20,198,96,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
44569,Grant George Hackett,M,24,198,96,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
46778,"Stephen Mark ""Steve"" Hawkins",M,21,NA,NA,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Double Sculls,Gold,au
47696,"John Malcolm ""Jon"" Henricks",M,21,182,78,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Gold,au
47749,Jodie Clare Henry,F,20,176,63,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Women's 100 metres Freestyle,Gold,au
49812,"Steven Leslie ""Steve"" Hooker",M,26,187,82,Australia,AUS,2008 Summer,2008,Summer,Beijing,Track and Field,Track and Field Men's Pole Vault,Gold,au
50055,"Mackenzie ""Mack"" Horton",M,20,190,88,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Gold,au
51648,Lydia Ierodiaconou-Lassila,F,28,157,54,Australia,AUS,2010 Winter,2010,Winter,"Vancouver, CA",Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold,au
53136,Marjorie Jackson (-Nelson),F,20,172,66,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Track and Field,Track and Field Women's 100 metres,Gold,au
53136,Marjorie Jackson (-Nelson),F,20,172,66,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Track and Field,Track and Field Women's 200 metres,Gold,au
54381,Iain Jensen,M,24,186,80,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,Gold,au
55692,Leisel Marie Jones,F,22,177,68,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,Gold,au
60506,"Thomas Jack ""Tom"" King",M,27,181,64,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold,au
62544,"Jnis ""John"" Konrads",M,18,179,84,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
66363,"Frederick Claude Vivian ""Fred"" Lane",M,20,NA,NA,Australia,AUS,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Freestyle,Gold,au
66363,"Frederick Claude Vivian ""Fred"" Lane",M,20,NA,NA,Australia,AUS,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,Gold,au
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23,167,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,Gold,au
72197,"Dinko ""Dean"" Lukin",M,24,180,138,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,au
74788,"Anthony John ""Tony"" Marchant",M,19,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,au
75149,Russell Andrew Mark,M,32,183,85,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Double Trap,Gold,au
77335,"Lynette Velma ""Lyn"" McClements (-McKenzie)",F,17,177,66,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Butterfly,Gold,au
77595,Scott Anthony McGrory,M,30,185,73,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold,au
77809,Sally McLellan-Pearson,F,25,167,60,Australia,AUS,2012 Summer,2012,Summer,London,Track and Field,Track and Field Women's 100 metres Hurdles,Gold,au
78005,Anna Maree Devenish Meares,F,20,165,70,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,Cycling Women's 500 metres Time Trial,Gold,au
78005,Anna Maree Devenish Meares,F,28,165,70,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,Gold,au
79420,Chantelle Lee Michell-Newbery,F,27,153,53,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Diving,Diving Women's Platform,Gold,au
80388,"Matthew John ""Matt"" Mitcham",M,20,174,67,Australia,AUS,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Platform,Gold,au
80777,Edward Russell Mockridge,M,23,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,au
80777,Edward Russell Mockridge,M,23,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,au
84973,Gail Neall (-Yeoh),F,17,163,52,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,Gold,au
82035,"Lawrence Robert ""Laurie"" Morgan",M,45,180,73,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,au
87354,"Glynis Leanne Nunn (Saunders-, -Cearns)",F,23,168,58,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Women's Heptathlon,Gold,au
87660,Lovett Ian O'Brien,M,17,185,89,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke,Gold,au
88124,Stuart Peter O'Grady,M,31,177,71,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,Cycling Men's Madison,Gold,au
89117,"Susan ""Susie"" O'Neill",F,22,171,63,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,Gold,au
89117,"Susan ""Susie"" O'Neill",F,27,171,63,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,Gold,au
90144,Nathan Outteridge,M,26,179,75,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,Gold,au
90556,Malcolm George Page,M,36,185,71,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Gold,au
90556,Malcolm George Page,M,40,185,71,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Gold,au
91704,Tessa Parkinson,F,21,177,66,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold,au
92491,"Henry Robert ""Bobby"" Pearce",M,22,188,92,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Single Sculls,Gold,au
92491,"Henry Robert ""Bobby"" Pearce",M,26,188,92,Australia,AUS,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Single Sculls,Gold,au
93466,Kieren John Perkins,M,18,194,90,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
93466,Kieren John Perkins,M,22,194,90,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
99425,Elise Maree Rechichi,F,22,162,48,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold,au
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,Gold,au
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,Gold,au
101425,Clint David Robinson,M,19,189,91,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,au
102563,Iain Murray Rose,M,17,185,80,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,Gold,au
